Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,hourly,employer_provided,min_salary,max_salary,min_slalry,avg_salary,company_txt,job_state,remote,age,job_simp,seniority,desc_len,python_yn,R_yn,spark,aws,excel
Data Scientist,$77K - $135K (Glassdoor est.),"Analytica is seeking a Data Scientist with experience in R to support long term federal client engagements in financial regulatory or health projects in the DC Metro area. The role will apply statistical programming, modeling, visualization techniques, data mining, and forecasting skills to analyze challenging public sector problems.
Analytica has been recognized by Inc. for 3 consecutive years as one of the 250 fastest growing business. We offer competitive compensation with opportunities for bonuses, employer paid health care, training and development funds, and 401k match.
Requirements:
Be a key member of a highly collaborative, cross-functional team environment to design, develop, and deliver innovative, technical solutions using AI/ML and other data-driven methods.
Feature Engineering and Attribute Evaluation - identify the key determinants for modeling that exist in the business process and within existing data sets, as well as selecting evaluation protocols (model techniques)
Conduct pre-processing of data to collect, clean, and prepare data sets for input into a computational model using technologies in R
Select and applying modeling techniques to fit the business problem, including experience applying machine learning (ML) supervised and unsupervised learning, regression, neural networks and deep learning, natural language processing, etc.
Investigate, test, report, and validate model results with clients and colleagues
Present results of modeling activities to clients, depicting the insights realized, and explaining the relevance of their results to the organization’s business challenges
Participate as part of an agile team in daily stand-ups, release planning, retrospectives, and customer demos
Participate on solution design teams for responding to government requests for white papers, proposals and other content needs
Qualifications:
Master's degree in Statistics, Mathematics, Physics, Computer Science, or another quantitative field; Master's degree or PhD a plus
Five years in data science, data engineering, using R
Strong problem-solving skills, leveraging domain knowledge, information technology, and data science techniques
High degree of experience utilizing R, or Python to support the development of complex statistical use cases
Experience implementing unsupervised (e.g., clustering), semi-supervised (e.g., label propagation) and supervised learning (e.g., ensemble classifiers) algorithms, and when it is appropriate to use each is a strong plus
Experience querying data from relational databases using SQL
Experience with development of predictive analytics models
Experience working in an Agile project management environment
Must be a U.S. Citizen and be able to obtain and maintain a security clearance
About ANALYTICA: Analytica is a leading consulting and information technology solutions provider to public sector organizations supporting health, civilian, and national security missions. Founded in 2009 and headquartered in Bethesda, MD, the company is an established SBA certified HUBZone and 8(a) small business that has been recognized by Inc. Magazine each of the past three years as one of the 250
Job Type: Full-time
Work Location: Multiple Locations",3.8,"Analytica
3.8","Washington, DC",51 to 200 Employees,2009,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),0,0,77,135,77,106.0,Analytica, DC,0,12,data scientist,na,3224,1,0,0,0,0
"Sr. Data Scientist, Amazon Fashion",$92K - $209K (Glassdoor est.),"5+ years of experience with data scripting languages (e.g SQL, Python, R etc.) or statistical/mathematical software (e.g. R, SAS, or Matlab)
4+ years working as a Data Scientist
PhD or Master's degree
Experience with machine learning, statistical analysis, data mining, and analytics techniques
Strong analytical and communication skills.
Job summary
Are you passionate about solving unique customer-facing problems in the Amazon scale? Are you excited about utilizing statistical analysis, machine learning, data mining and leverage tons of Amazon data to learn and infer customer shopping patterns? Do you enjoy working with a diversity of engineers, machine learning scientists, product managers and user-experience designers? If so, you have found the right match!

Fashion is extremely fast-moving, visual, subjective, and it presents numerous unique problem domains such as product recommendations, product discovery and evaluation. The vision for Amazon Fashion is to make Amazon the number one online shopping destination for Fashion customers by providing large selections, inspiring and accurate recommendations and customer experience.

The mission of Fit science team as part of Fashion Tech is to innovate and develop scalable ML solutions to provide personalized fit and size recommendation when Amazon Fashion customers evaluate apparels or shoes online. The team is hiring a Sr. Data Scientist who has a solid background in Statistical Analysis, Machine Learning and Data Mining and a proven record of effectively analyzing large complex heterogeneous datasets, and is motivated to grow professionally as a Data Scientist.

As a Sr. Data Scientist on this team:
You will work on our Science team and partner closely with applied scientists, data engineers as well as product managers, UX designers, and business partners to answer complex problems via data analysis. Outputs from your analysis will directly help improve the performance of the ML based recommendation systems thereby enhancing the customer experience as well as inform the roadmap for science and the product.
You can effectively analyze complex and disparate datasets collected from diverse sources to derive key insights.
You have excellent communication skills to be able to work with cross-functional team members to understand key questions and earn the trust of senior leaders.
You are able to multi-task between different tasks such as gap analysis of algorithm results, integrating multiple disparate datasets, doing business intelligence, analyzing engagement metrics or presenting to stakeholders.
You thrive in an agile and fast-paced environment on highly visible projects and initiatives.
You contribute to hiring top science talent and develop the best by directly mentoring junior scientists.
***This position is available in the following locations: Seattle, SF Bay Area, San Diego and Austin (Texas)

Experience in efficiently handling large datasets for solving business problems.
Experience in data analytics in the fields of recommendation systems, deep learning and machine learning.
Excellent written and verbal communication skills, ability to communicate effectively to both technical and nontechnical audiences
Demonstrated successful industrial experience, drives results.
Thinks strategically and staying on top of tactical execution.
Exhibits excellent business judgment and understanding of science, engineering, and business trade-offs.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon.com Services LLC
3.7","Seattle, WA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),0,0,92,209,92,150.5,Amazon.com Services LLC, WA,0,27,data scientist,senior,3868,1,0,0,0,1
Data Scientist - NLP,$57K - $123K (Glassdoor est.),"Job Summary:
Would you like to work for a pioneering AI solutions company delivering the next generation of efficient customer experience at Lowes? We are seeking an enthusiastic and talented upper- mid-level to senior NLP Data Scientist to join our team. Our team is driven to make a difference for the customers and business partners we serve. We are looking for an experienced and motivated Data Scientist (NLP) to join our Data Science team. In this role, you will be working with other data scientists and engineers to help build our unstructured data extraction pipeline. You will be responsible for leveraging the latest machine learning and natural language processing technology to structure and normalize data. The ideal candidate will have no issue digging into messy data, working with business partners and subject matter experts to develop annotation guidelines to produce high-quality machine learning models. As a data scientist at Lowes, you will have the opportunity to touch all parts of the machine learning project lifecycle from dataset curation to model deployment.

We are seeking a scientist with a background in NLP or computational linguist or experience with conversational interfaces and some development skills. PhD level would be great with academic projects in NLP.

Responsibilities:
Mines and extracts data and applies statistics and algorithms necessary to derive insights for Lowe's and Lowe's Digital
Supports the generation of an automated insights generation framework for Lowe's business partners to effectively interpret data
Provides actionable insights through data science on Personalization, Search & Navigation, SEO & Promotions, Supply Chain, Services, other company priorities, etc.
Tracks success of Lowe's through the development of dashboard reports that measure financial results, customer satisfaction, and engagement metrics
Conducts deep statistical analysis, including predictive and prescriptive modeling in order to provide a competitive advantage at Lowe's
Maintains expert-level knowledge on industry trends, emerging technologies, and new methodologies and applies it to projects as well as using it to guide team members
Serves as a leading member on automation and analytical projects, collaborating across functions in Lowe's and Lowe's Digital
Works with more senior level scientists on the team to translate requirements into an analytical approach; asks the right questions to understand the problem
Contributes to, or builds the analytic approach to solving a business problem; helps identify the sources, methods, parameters, and procedures to be used; may also communicate with stakeholders on project scope and timelines
Gathers and assimilates data according to the project plan; works with the team to discuss analysis and findings
Prepares final recommendations, ensuring solutions are implementable in the business
Executes plan for measuring impact based on discussions with stakeholders, partners and senior team members
Executes projects with full adherence to enterprise project management practices by participating in formal and informal training
Maintains knowledge of techniques, technology, industry trends, best practices, and emerging methodologies

Minimum Qualifications:
Bachelor's Degree in Mathematics, Statistics, Physics, Economics, Engineering, Computer Science, Data or Information Science, or related quantitative analytic field AND 2 years of experience in analytics AND 1 year of programming experience (Python, Java, Scala, Rust, etc.)
OR
Master's Degree in Mathematics, Statistics, Physics, Economics, Engineering, Computer Science, Data or Information Science, or related quantitative analytic field AND 1 year of experience in analytics
OR
Ph.D. in Mathematics, Statistics, Physics, Economics, Engineering, Computer Science, Data or Information Science, or related quantitative analytic field
ALSO
Knowledge of SQL and various statistical modeling or machine learning techniques

Preferred Qualifications:
In most cases Lowe’s will not be able to provide sponsorship for roles located in the Technology Hub
Master's Degree in Mathematics, Statistics, Physics, Economics, Engineering, Computer Science, Data or Information Science, or related quantitative analytic field
Experience in performing predictive analytics in a large scale enterprise
2 years of experience in data science or advanced analytics in industry
SQL Experience
Programming experience (Python, Java, Scala, Rust, etc.)
Experience using multiple data systems and sources (such as Hadoop, Spark, Aster, Teradata, etc.)

About Lowe’s:
Lowe’s Companies, Inc. (NYSE: LOW) is a FORTUNE® 50 home improvement company serving approximately 18 million customers a week in the United States and Canada. With fiscal year 2019 sales of $72.1 billion, Lowe’s and its related businesses operate or service more than 2,200 home improvement and hardware stores and employ approximately 300,000 associates. Based in Mooresville, N.C., Lowe’s supports its hometown Charlotte region and all communities it serves through programs focused on creating safe, affordable housing and helping to develop the next generation of skilled trade experts. For more information, visit Lowes.com.

About Lowe’s in the Community:
As a FORTUNE® 50 home improvement company, Lowe’s is committed to creating safe, affordable housing and helping to develop the next generation of skilled trade experts through nonprofit partnerships. Across every community we serve, Lowe’s associates donate their time and expertise through the Lowe’s Heroes volunteer program. For the latest news, visit Newsroom.Lowes.com or follow @LowesMedia on Twitter.",3.4,"Lowe's
3.4","Charlotte, NC",10000+ Employees,1921,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD),0,0,57,123,57,90.0,Lowe's, NC,0,100,data scientist,na,5673,1,0,1,0,0
Data Scientist,$102K - $189K (Glassdoor est.),"At Neustar, you have the power to be your authentic self, to be curious, to run with your idea, and to celebrate a good day. We help the world’s leading enterprises solve their most persistent problems using the powerful combination of identity-resolved data and decision analytics. You’ll help us discover new ways of doing that. With an inclusive culture and a comprehensive benefits package to support your total health, we make sure we have what you need to take care of you and yours.
We’re growing fast and we're looking for smart, motivated people to join our team. If you're interested in seeing more of our career opportunities, you can browse all open positions on our job search page .
Job Requisition:
R-3983 Data Scientist (Open)
Primary Location:
SAN FRANCISCO
Job Description:
Job Description:
The data scientist will work on challenging problems extracting actionable information out of the many data sources available to Neustar. She/he/they will focus on entity resolution and data science product development. They will be involved in projects from end-to-end, including data ingestion and curation, hypothesis development, feature engineering, and model development and evaluation.
At Neustar data scientists create prototypes of new algorithms and support engineering teams in productizing these capabilities. They work closely with various teams including data acquisition, data products, other data science teams within various business units including Risk, Marketing, and OneID to ensure implementation of capabilities that enable the organization’s vision.

Responsibilities:
· Algorithm Development: Develop a deep understanding of all the data relevant to the problem to be addressed. Establish deterministic and probabilistic linkages between data sources and develop ways to extract and summarize the sought information in the data using a wide variety of statistical, data mining and machine learning techniques.
· Prototyping: Create prototypes of models and algorithms to perform the analysis at scale, provide documentation and help educate your colleagues in different function about the solution.
· Support Implementation: Closely work with product, engineering and client teams to incorporate Data Science capabilities into Neustar’s products and services.
Experience and Qualifications:
· A degree in an analytical field such as computer science, machine learning, data science, statistics, physics and/or engineering
· Some experience with JAX, TensorFlow or PyTorch .
· Excellent oral and communication skills.
· Ability and experience working in a cross-functional environment.
Neustar does not accept unsolicited resumes from external firms or agencies. Neustar will not be responsible for placement fees associated with unsolicited resumes.
DIVERSITY
Diversity, inclusion and teamwork are second nature to Neustar; and these values permeate our entire business structure. Neustar is committed to creating an environment where a wide spectrum of opinions and beliefs are actively sought, listened to and respected. Further, our talented workforce draws from the many geographic areas and markets in which Neustar operates worldwide, which represents a distinct competitive advantage. The rich and varied personal and professional backgrounds of our employees make Neustar a dynamic and rewarding company at which to build a career. We invite you to join us.

EOE of Minorities/Females/Vets/Disability
Neustar, Inc. considers all applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, or status as a Vietnam-era or special disabled veteran in accordance with federal law and other state and local requirements. Neustar, Inc., complies with applicable state and local laws prohibiting discrimination in employment and provides reasonable accommodation to qualified individuals with disabilities in accordance with the American with Disabilities Act (ADA) and applicable state and local laws.",4.1,"Neustar, Inc.
4.1","San Francisco, CA",1001 to 5000 Employees,1996,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD),0,0,102,189,102,145.5,"Neustar, Inc.", CA,0,25,data scientist,na,4002,0,0,0,1,1
Sr. Data Scientist - Analytics,$106K - $181K (Glassdoor est.),"About Us:
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate and grow their personal interests and passions. We're always live at Twitch.
About the Role:
Data scientists play a central role in Twitch's data-driven decision-making process. As a DS at Twitch, you will shape the way product performance is measured, define critical questions that guide product strategies, and scale analytics methods and tools to support our growing business.
More specifically, Twitch's Community Foundations Analytics team is looking for an experienced DS to help develop new programs aimed at improving viewer experience and unlocking new opportunities for creators. As part of the team, you will help product managers, engineering leads, designers, and executives, make better product decisions faster. You'll recommend and implement metrics to measure user behavior, run experiments to test product hypotheses, and produce insights for your partners. You will report to the CF Analytics Lead.
You Will:
Become a domain expert at the product surfaces you support, building trust with your product partners.
Ensure your product, engineering, and design partners understand and use the insights you produce.
Translate product and strategy questions into metrics, and collaborate with data engineers to dashboard these metrics.
Distill ambiguous product or business questions, find clever ways to answer them, and to quantify the uncertainty.
Mentor junior team members and drive analytics and experimentation best practices throughout the company.
You Have:
At least 6 years of experience transforming data into insights and influencing product roadmaps.
A keen understanding of metrics, their relation to actual user behavior, limitations, and complementarity.
At least 3 years of experience designing and analyzing AB tests. You have used advanced analysis techniques such as diff-in-diff, two-stage least square, or CUPED. You can explain them clearly to product partners unfamiliar with statistics.
Great SQL skills, so you can quickly tap into our data sources.
Experience using Python data libraries like pandas, numpy, or scipy.
Excellent writing skills. Twitch communicates mostly through reports, not much via slides.
Bonus Points:
Knowledge of state-of-the-art statistical methods such as structural equation modeling, GLM, time series forecasting, bayesian inference, etc. When to use them, and when not to.
Curiosity about new experiment analysis techniques developed in academia and the industry.
Familiarity with Tableau
Active Twitch viewer or creator
7 Wonders player (Our team plays every Friday)
Perks:
Medical, Dental, Vision & Disability Insurance
401(k), Maternity & Parental Leave
Flexible PTO
Commuter Benefits
Amazon Employee Discount
Monthly Contribution & Discounts for Wellness Related Activities & Programs (e.g., gym memberships, off-site massages),
Breakfast, Lunch & Dinner Served Daily
Free Snacks & Beverages
Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
We are an equal opportunity employer and value diversity at Twitch. We do not discriminate on the basis of race, religion, color, national origin, gender, gender identity, sexual orientation, age, marital status, veteran status, or disability status, or other legally protected status.",3.9,"Twitch
3.9","San Francisco, CA",1001 to 5000 Employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,0,0,106,181,106,143.5,Twitch, CA,0,10,data scientist,senior,3698,1,0,0,0,1
Data Scientist - NLP,$82K - $142K (Glassdoor est.),"Join the Data and Analytics Center of Excellence at Bose to help shape the future of one of the most iconic brands in the world! We are a team of educators, innovators, engineers, and scientists whose mission is to transform the way Bose wins by creating a world class data driven culture. As a central resource, we get to solve challenging problems that enable teams across the company, from product insights to manufacturing forecasts to marketing campaigns. We utilize data governance, data engineering, analytics, and machine learning to create insights that optimize our business and make our products more enjoyable for our customers every day. We are looking for highly motivated individuals who want to make an impact on a multi-billion dollar consumer electronics company like Bose!

This role might be for you if you enjoy:
· Fine-tuning and deploying Deep Learning Models for NLP
· Like dealing with messy data
· Writing Python code to explore text data and solve business problems

Qualifications and skills that will help you be successful:
· Masters in Computer Science, Statistics or related field, with 1-3 years of work experience, or
· Bachelors degree with 3-5 years of work experience.
· Proven expertise in the fundamentals and practical application of Machine Learning
· Experience with most of:
· Data manipulation using Python
· Statistical modeling packages: Pandas, NumPy, SciPy,
· Deep learning: BERT, GPT models, fine-tuning using TensorFlow or PyTorch
· Platforms: AWS
· Ability to create prototypes in Python to demonstrate various algorithmic approaches and evaluate their performance
We are a company obsessed with the performance of what matters most: the little details that make a big difference and the big details that astonish. We believe a healthy obsession is something to celebrate because it leads to greatness – not just in what we do, but in art, music, sports, science, everything. Our mission is to help people reach their fullest human potential so they can feel more, do more, and be more. We are looking for candidates who share our passion and want to help create the future of Bose!
#LI-PM1
Bose is an equal opportunity employer that is committed to inclusion and diversity. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, age, disability, veteran status, or any other legally protected characteristics. For additional information, please review: (1) the EEO is the Law Poster (http://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdf); and (2) its Supplements (http://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm). Please note, the company's pay transparency is available at http://www.dol.gov/ofccp/pdf/EO13665_PrescribedNondiscriminationPostingLanguage_JRFQA508c.pdf. Bose is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the application or employment process, please send an e-mail to Wellbeing@bose.com and let us know the nature of your request and your contact information.",4.0,"Bose
4.0","Framingham, MA",5001 to 10000 Employees,1964,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),0,0,82,142,82,112.0,Bose, MA,0,57,data scientist,na,3219,1,0,0,1,1
Sr. Data Scientist - Analytics,$102K - $188K (Glassdoor est.),"You Have:
At least 6 years of experience transforming data into insights and influencing product roadmaps.
A keen understanding of metrics, their relation to actual user behavior, limitations, and complementarity.
At least 3 years of experience designing and analyzing AB tests. You have used advanced analysis techniques such as diff-in-diff, two-stage least square, or CUPED. You can explain them clearly to product partners unfamiliar with statistics.
Great SQL skills, so you can quickly tap into our data sources.
Experience using Python data libraries like pandas, numpy, or scipy.
Excellent writing skills. Twitch communicates mostly through reports, not much via slides.
About Us:
Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We bring the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate and grow their personal interests and passions. We're always live at Twitch.

About the Role:
Data scientists play a central role in Twitch's data-driven decision-making process. As a DS at Twitch, you will shape the way product performance is measured, define critical questions that guide product strategies, and scale analytics methods and tools to support our growing business.
More specifically, Twitch's Community Foundations Analytics team is looking for an experienced DS to help develop new programs aimed at improving viewer experience and unlocking new opportunities for creators. As part of the team, you will help product managers, engineering leads, designers, and executives, make better product decisions faster. You'll recommend and implement metrics to measure user behavior, run experiments to test product hypotheses, and produce insights for your partners. You will report to the CF Analytics Lead.

You Will:
Become a domain expert at the product surfaces you support, building trust with your product partners.
Ensure your product, engineering, and design partners understand and use the insights you produce.
Translate product and strategy questions into metrics, and collaborate with data engineers to dashboard these metrics.
Distill ambiguous product or business questions, find clever ways to answer them, and to quantify the uncertainty.
Mentor junior team members and drive analytics and experimentation best practices throughout the company.
Bonus Points:
Knowledge of state-of-the-art statistical methods such as structural equation modeling, GLM, time series forecasting, bayesian inference, etc. When to use them, and when not to.
Curiosity about new experiment analysis techniques developed in academia and the industry.
Familiarity with Tableau
Active Twitch viewer or creator
7 Wonders player (Our team plays every Friday)
Perks:
Medical, Dental, Vision & Disability Insurance
401(k), Maternity & Parental Leave
Flexible PTO
Commuter Benefits
Amazon Employee Discount
Monthly Contribution & Discounts for Wellness Related Activities & Programs (e.g., gym memberships, off-site massages),
Breakfast, Lunch & Dinner Served Daily
Free Snacks & Beverages
Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.
We are an equal opportunity employer and value diversity at Twitch. We do not discriminate on the basis of race, religion, color, national origin, gender, gender identity, sexual orientation, age, marital status, veteran status, or disability status, or other legally protected status.",3.7,"Twitch Interactive, Inc.
3.7","San Francisco, CA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),0,0,102,188,102,145.0,"Twitch Interactive, Inc.", CA,0,27,data scientist,senior,3700,1,0,0,0,1
Data Scientist - Data Analytics,$72K - $132K (Glassdoor est.),"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the top five of Forbes “America’s Best Employers”.
The Data Scientist - Data Analytics is responsible for generating insights and to augment decision making by the business. At Costco, we are on a mission to significantly leverage big data to provide better products and services for our members. This role is focused on advanced analytics, machine learning, and data science delivery to support multiple business areas. This role will partner with Product Owner and business owners to build, test advanced analytics solutions, and turn data into actionable insights. The Data Scientist is a knowledgeable leader with an ability to lead and is passionate about data and using machine learning to solve business problems. The right candidate will have deep knowledge of applying data science for forecasting, customer analysis, item, and inventory management and other areas of retail.
We are looking for a highly motivated, customer focused professional who wants to work in a fun and highly collaborative environment and willing to be the player as well as coach for the data science community at Costco
If you want to be a part of one of the BEST “to work for” companies in the world, simply apply and let your career be reimagined.
ROLE
Leads the analysis by applying statistics, machine learning, and analytic approaches to predict and optimize business outcomes.
Designs and builds ML/DL models to solve business problems.
Frames a problem and comes up with a hypothesis.
Assesses the effectiveness and accuracy of models on an ongoing basis.
Identifies new data that could enhance the quality and accuracy of models to improve predictions.
Communicates results effectively with storytelling and visualization.
Coaches the team in feature engineering using machine learning techniques.
Performs peer review for another Data Scientist’s work.
Provides feedback to enhance the testing framework and MLOps.
Extends beyond core data science work to perform data wrangling and data preparation as needed.
REQUIRED
Graduate degree in Computer Science, Data Science, and Statistics/Mathematics or equivalent experience.
5+ years’ experience in delivering business insights using advanced statistical and machine learning models and visualization.
Experience using source control tools like Git or Subversion.
Proficiency in working with diverse databases and other data sources.
Strong proficiency in Machine Learning, Statistical, and Reporting tools (Python, R, SQL, PowerBI).
Knowledge of Deep Learning and Neural Networks, and its applications.
Strong experience working in Cloud (AWS, Azure) based analytics platform.
Recommended
Knowledge of AzureML and Azure Databricks.
Knowledge of Agile software development.
Experience in software development.
Exposure to the retail industry.
Experience leading team of data scientists.
Excellent verbal and written communication skills.
Required Documents
Cover Letter
Resume
California applicants, please click here to review the Costco Applicant Privacy Notice.
Apart from any religious or disability considerations, open availability is needed to meet the needs of the business. If hired, you will be required to provide proof of authorization to work in the United States. Applicants and employees for this position will not be sponsored for work authorization, including, but not limited to H1-B visas.",4.1,"Costco Wholesale
4.1","Dallas, TX",10000+ Employees,1976,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),0,0,72,132,72,102.0,Costco Wholesale, TX,0,45,data scientist,na,4351,1,0,0,1,1
"Data Scientist, Experimentations",$99K - $205K (Glassdoor est.),"Company Description

Wish is a mobile e-commerce platform that flips traditional shopping on its head. We connect hundreds of millions of people with the widest selection of delightful, surprising, and—most importantly—affordable products delivered directly to their doors. Each day on Wish, millions of customers in more than 160 countries around the world discover new products. For our over 1 million merchant partners, anyone with a good idea and a mobile phone can instantly tap into a global market.
We're fueled by creating unique products and experiences that give people access to a new type of commerce, where all are welcome. If you’ve been searching for a supportive environment to chase your curiosity and use data to investigate the questions that matter most to you, this is the place.

Job Description

Wish has exciting opportunities for talented Data Scientists on our Core Data Science team. This is a unique opportunity to develop and implement at-scale methodologies on Wish’s experimentation platform (example). We are looking for an experienced data scientist who can help us develop state-of-the-art experimentation methodologies to improve our decision-making process. Fast and trustworthy experimentation allows us to innovate and validate ideas fast.
In your day-to-day, you will:
Develop and implement new methodologies for trustworthy and fast experimentation.
Work closely with a group of data engineers and software engineers to implement novel methods in production at scale.
Crafting new measurement systems to power experimentation and decision making at Wish
Develop statistical methods to help teams better measure our products
Tech Lead for Experiment Analysis: Understand the capabilities of our platform and work with other Data Scientists on how to best utilize our platform
Build internal computational tools and packages (Python or Scala) for other Data Scientists.

Qualifications

About you:
Graduate degree in a quantitative field such as statistics, mathematics, computer science, econometrics, biostatistics (or equivalent experience)
Experience in A/B testing, causal inference, and complex computational challenges.
Experienced level SQL skills
Proficiency in Python
A proven track record of building data science solutions for high impact business problems.
Experience with presenting data driven insights

Bonus Points:
You have experience in bandit optimization, adaptive experimentation, bayesian, or large-scale inference methods.
Familiarity with experimentation under interference/with network effects

Additional Information

Wish values diversity and is committed to creating an inclusive work environment. We provide equal employment opportunity for all applicants and employees. We do not discriminate based on any legally-protected class or characteristic. Employment decisions are made based on qualifications, merit, and business needs. If you need assistance or accommodation due to a disability, please let your recruiter know. For job positions in San Francisco, CA, and other locations where required, we will consider for employment qualified applicants with arrest and conviction records.
Individuals applying for positions at Wish, including California residents, can see our privacy policy here.",3.6,"Wish
3.6","San Francisco, CA",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$1 to $2 billion (USD),0,0,99,205,99,152.0,Wish, CA,0,11,data scientist,na,3266,1,0,0,0,0
Data Scientist II,$114K - $167K (Glassdoor est.),"Master's degree in Statistics, Mathematics, Data Science, Business Analytics, Economics, Finance, Engineering, or Computer Science, or a related quantitative field or equivalent experience.
2+ years of experience with data querying languages (e.g. SQL, Hadoop/Hive, Scala) and statistical/mathematical software (e.g. R, Matlab, Stata)
2+ years working experience as a Data Scientist or related positions.
Experience applying various machine learning techniques, and understanding the key parameters that affect their performance.
Have you ever thought about what it takes to deliver high quality customer service at optimal cost? What would you do to take one of the best customer service organizations in the world to the next level? Do you enjoy working in an entrepreneurial, fast paced environment, solving complex problems and delivering innovative solutions? Do you like to innovate and simplify?

The Worldwide Capacity Planning (WWCP) organization owns the end-to-end workforce planning and execution of Amazon's customer service network. Our forecasting, labor planning, scheduling, and real-time management solutions are responsible for the millions of daily decisions needed to provide efficient and frustration-free support to our customers around the world. We are looking for a talented researcher with excellent analytical skills and strong business acumen to join our Forecasting team.

As a part of the Forecasting team within the Worldwide Capacity Planning organization, you will partner closely with business leaders, Product Managers, Data Scientists, Economists, Research Scientists, Business Intelligence Engineers, Data Engineers and Software Engineers to design and build end-to-end forecasting solutions. You will be responsible for modeling forecasting problems, discovering insights and identifying opportunities that accelerate the scale, efficiency and quality of our forecasts through the use of statistical, machine learning, algorithmic, data mining and visualization techniques. A successful candidate will be a problem solver who enjoys diving into data, is excited by difficult modeling challenges, and possesses strong communication skills to effectively interface between technical and business stakeholders.

Responsibilities:
Implement statistical methods to solve specific business problems utilizing code (Python, R, Scala, etc.).
Directly contribute to the design and development of automated forecasting solutions.
Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.
Collaborate with product management, software engineering, research science, data engineering, and business leaders to define product requirements, provide analytical support, and communicate feedback; develop, test and deploy a wide range of statistical, econometric, and machine learning models.
Build customer-facing reporting tools to provide insights and metrics which track forecast performance and explain variance.
Communicate verbally and in writing to business customers with various levels of technical knowledge, educating them about our solutions, as well as sharing insights and recommendations.
Master's degree in Statistics, Mathematics, Data Science, Business Analytics, Economics, Finance, Engineering, or Computer Science, or a related quantitative field with at least 4+ years of working experience as a Data Scientist or related analytical positions.
Advanced knowledge and expertise with data modelling skills, advanced SQL for acquiring and transforming data.
Depth and breadth in quantitative knowledge. Excellent quantitative modeling, statistical analysis skills and problem-solving skills. Sophisticated user of statistical tools.
Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment.
Experience with causal inference, applied time series modeling or machine learning forecasting applications is a plus.
Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,"Amazon.com Services LLC
3.7","Seattle, WA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),0,0,114,167,114,140.5,Amazon.com Services LLC, WA,0,27,data scientist,na,4588,1,0,0,0,1
